ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpMax60,PrecpMax60Time,SunShine,SunShineRate,GloblRad,VisbMean,EvapA,UVI Max,UVI Max Time,Cloud Amount
15,986.1,...,988.1,2008/5/15 09:17,984.4,2008/5/15 16:17,21.6,25.4,2008/5/15 12:05,19.5,2008/5/15 05:19,...,68,51,2008/5/15 11:34,5.2,40,15.2,29,2008/5/15 18:18,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
16,985.8,...,987.6,2008/5/16 07:33,984.6,2008/5/16 17:06,22.5,27.1,2008/5/16 11:21,19.5,2008/5/16 05:22,...,73,54,2008/5/16 11:23,3.1,41,11.8,33,2008/5/16 01:19,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
17,983.6,...,985.8,2008/5/17 08:16,981.8,2008/5/17 17:03,24.6,31.0,2008/5/17 12:07,19.0,2008/5/17 04:19,...,65,39,2008/5/17 11:54,1.2,21,52.7,254,2008/5/17 10:03,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
18,981.8,...,983.7,2008/5/18 22:22,979.7,2008/5/18 15:32,25.6,30.6,2008/5/18 12:35,20.1,2008/5/18 04:40,...,64,42,2008/5/18 12:04,1.4,8,36.5,146,2008/5/18 08:41,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
19,986.1,...,989.6,2008/5/19 21:03,983.0,2008/5/19 01:22,20.8,24.4,2008/5/19 00:01,16.9,2008/5/19 23:31,...,84,63,2008/5/19 23:54,1.8,229,8.7,27,2008/5/19 08:56,7.0,...,...,...,...,...,/,...,...,...,...,...,...,...
20,987.8,...,989.2,2008/5/20 00:09,985.4,2008/5/20 16:03,21.0,26.6,2008/5/20 14:17,14.8,2008/5/20 04:49,...,59,41,2008/5/20 14:29,2.4,58,11.6,27,2008/5/20 09:18,1.0,...,...,...,...,...,/,...,...,...,...,...,...,...
21,987.5,...,988.9,2008/5/21 06:52,986.5,2008/5/21 15:53,22.3,26.5,2008/5/21 13:00,19.5,2008/5/21 01:24,...,76,53,2008/5/21 13:15,1.2,124,36.2,100,2008/5/21 11:14,10.0,...,...,...,...,...,/,...,...,...,...,...,...,...
22,986.5,...,987.8,2008/5/22 22:08,985.2,2008/5/22 14:38,24.6,28.8,2008/5/22 09:27,20.8,2008/5/22 02:00,...,81,63,2008/5/22 09:30,0.9,240,30.2,197,2008/5/22 10:26,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
23,985.7,...,987.8,2008/5/23 06:52,983.3,2008/5/23 16:25,26.5,31.5,2008/5/23 12:10,22.5,2008/5/23 03:08,...,75,51,2008/5/23 11:19,1.4,211,15.9,165,2008/5/23 09:30,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
24,983.1,...,984.9,2008/5/24 00:01,981.4,2008/5/24 15:04,27.0,30.6,2008/5/24 11:11,23.7,2008/5/24 03:32,...,73,56,2008/5/24 10:32,1.5,237,30.1,224,2008/5/24 09:51,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
25,984.3,...,986.8,2008/5/25 21:35,982.6,2008/5/25 02:14,26.6,30.8,2008/5/25 14:30,23.2,2008/5/25 23:59,...,73,56,2008/5/25 14:33,1.5,200,36.0,182,2008/5/25 08:56,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
26,985.7,...,987.6,2008/5/26 10:34,984.2,2008/5/26 16:16,24.6,28.4,2008/5/26 15:33,22.9,2008/5/26 05:46,...,83,65,2008/5/26 15:35,0.6,115,19.3,66,2008/5/26 14:46,11.5,...,...,...,...,...,/,...,...,...,...,...,...,...
27,983.6,...,985.7,2008/5/27 00:05,981.5,2008/5/27 23:47,25.9,30.3,2008/5/27 12:46,22.9,2008/5/27 05:32,...,79,55,2008/5/27 11:25,1.2,29,36.8,15,2008/5/27 08:41,0.5,...,...,...,...,...,/,...,...,...,...,...,...,...
28,980.2,...,982.0,2008/5/28 09:07,977.8,2008/5/28 16:15,27.6,33.0,2008/5/28 14:03,22.3,2008/5/28 05:22,...,66,45,2008/5/28 14:01,2.5,229,35.6,160,2008/5/28 14:02,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
29,980.7,...,983.1,2008/5/29 22:50,978.2,2008/5/29 02:21,28.3,32.0,2008/5/29 12:30,25.5,2008/5/29 22:36,...,62,49,2008/5/29 14:06,3.9,230,15.4,267,2008/5/29 15:33,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
30,982.7,...,986.4,2008/5/30 22:30,980.8,2008/5/30 14:12,27.1,32.1,2008/5/30 11:08,21.1,2008/5/30 23:53,...,69,45,2008/5/30 10:25,3.2,229,14.5,245,2008/5/30 12:28,88.5,...,...,...,...,...,/,...,...,...,...,...,...,...
31,985.4,...,986.7,2008/5/31 09:01,983.9,2008/5/31 02:47,20.7,22.3,2008/5/31 12:59,19.2,2008/5/31 18:54,...,86,70,2008/5/31 13:22,2.7,38,9.1,89,2008/5/31 12:03,6.0,...,...,...,...,...,/,...,...,...,...,...,...,...
1,984.1,...,985.2,2008/6/1 22:18,982.9,2008/6/1 16:48,22.0,24.2,2008/6/1 11:13,19.6,2008/6/2 00:00,...,87,80,2008/6/1 11:15,0.6,21,3.3,232,2008/6/1 18:51,0.5,...,...,...,...,...,/,...,...,...,...,...,...,...
2,984.3,...,986.1,2008/6/2 22:41,983.0,2008/6/2 03:39,22.1,23.2,2008/6/2 09:42,21.4,2008/6/2 17:41,...,91,89,2008/6/2 10:23,1.1,3,6.4,6,2008/6/2 14:06,8.5,...,...,...,...,...,/,...,...,...,...,...,...,...
3,985.7,...,986.8,2008/6/3 22:27,984.2,2008/6/3 04:18,20.9,22.0,2008/6/3 09:32,19.2,2008/6/3 17:23,...,91,89,2008/6/3 18:13,1.4,54,5.8,90,2008/6/3 11:10,41.5,...,...,...,...,...,/,...,...,...,...,...,...,...
4,985.8,...,987.0,2008/6/4 10:54,984.6,2008/6/4 16:28,23.4,26.9,2008/6/4 14:31,20.2,2008/6/4 00:39,...,83,69,2008/6/4 14:32,0.8,1,6.5,172,2008/6/4 14:16,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
5,984.7,...,986.5,2008/6/5 09:45,982.7,2008/6/5 16:16,25.3,29.7,2008/6/5 15:43,20.8,2008/6/5 05:41,...,73,56,2008/6/5 14:35,1.5,207,7.4,40,2008/6/5 10:15,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
6,985.2,...,988.6,2008/6/6 22:31,982.5,2008/6/6 02:45,24.9,26.9,2008/6/6 10:16,23.0,2008/6/6 03:40,...,79,70,2008/6/6 14:23,1.7,238,8.9,242,2008/6/6 13:12,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
7,988.0,...,989.3,2008/6/7 21:44,987.1,2008/6/7 17:30,25.8,29.6,2008/6/7 09:52,23.5,2008/6/7 23:47,...,77,55,2008/6/7 13:46,1.1,16,36.8,194,2008/6/7 08:59,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
8,988.0,...,989.3,2008/6/8 22:13,986.3,2008/6/8 15:54,26.2,30.0,2008/6/8 10:53,22.5,2008/6/8 05:22,...,77,59,2008/6/8 10:59,1.3,236,36.3,199,2008/6/8 10:31,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
9,987.4,...,988.9,2008/6/9 06:52,985.9,2008/6/9 15:20,26.5,31.0,2008/6/9 11:38,22.9,2008/6/9 04:16,...,75,52,2008/6/9 11:16,1.4,212,35.5,176,2008/6/9 09:01,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
10,985.4,...,986.8,2008/6/10 07:16,983.3,2008/6/10 14:51,27.1,32.1,2008/6/10 11:21,22.8,2008/6/10 05:20,...,70,43,2008/6/10 11:01,1.9,207,39.7,143,2008/6/10 10:07,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
11,984.2,...,985.9,2008/6/12 00:00,982.1,2008/6/11 16:06,28.0,32.1,2008/6/11 13:23,23.2,2008/6/11 03:09,...,62,43,2008/6/11 10:51,3.1,237,32.6,101,2008/6/11 09:07,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
12,984.9,...,986.8,2008/6/12 11:32,983.1,2008/6/12 04:41,24.5,29.3,2008/6/12 08:36,21.6,2008/6/12 17:48,...,76,55,2008/6/12 08:36,2.4,206,13.0,235,2008/6/12 03:57,18.5,...,...,...,...,...,/,...,...,...,...,...,...,...
13,985.2,...,986.8,2008/6/13 09:57,983.8,2008/6/13 14:53,24.5,29.5,2008/6/13 12:45,21.2,2008/6/13 04:47,...,82,58,2008/6/13 09:09,1.2,1,38.5,195,2008/6/13 08:25,15.0,...,...,...,...,...,/,...,...,...,...,...,...,...
14,984.1,...,987.5,2008/6/14 10:25,982.6,2008/6/14 16:32,23.7,27.0,2008/6/14 14:18,22.0,2008/6/14 10:33,...,87,72,2008/6/14 13:52,0.8,211,13.7,241,2008/6/14 10:27,14.0,...,...,...,...,...,/,...,...,...,...,...,...,...
15,982.8,...,984.4,2008/6/15 22:34,981.5,2008/6/15 16:03,25.7,30.7,2008/6/15 15:50,21.9,2008/6/15 04:37,...,76,51,2008/6/15 13:31,1.2,208,15.2,176,2008/6/15 09:10,3.0,...,...,...,...,...,/,...,...,...,...,...,...,...
16,983.7,...,985.7,2008/6/16 22:35,982.7,2008/6/16 03:47,24.8,30.3,2008/6/16 10:57,23.0,2008/6/16 17:33,...,83,60,2008/6/16 09:51,1.0,22,33.3,72,2008/6/16 09:11,33.0,...,...,...,...,...,/,...,...,...,...,...,...,...
17,985.7,...,987.8,2008/6/17 21:53,984.1,2008/6/17 03:34,25.5,31.0,2008/6/17 11:22,22.9,2008/6/17 04:36,...,82,50,2008/6/17 12:15,1.0,89,12.1,32,2008/6/17 12:02,4.5,...,...,...,...,...,/,...,...,...,...,...,...,...
18,987.6,...,990.4,2008/6/18 22:14,985.7,2008/6/18 03:41,25.7,31.0,2008/6/18 12:28,22.2,2008/6/18 19:42,...,81,51,2008/6/18 11:17,1.2,213,36.6,143,2008/6/18 08:39,36.5,...,...,...,...,...,/,...,...,...,...,...,...,...
19,988.2,...,989.6,2008/6/19 09:39,986.8,2008/6/19 16:30,26.4,30.8,2008/6/19 10:28,22.6,2008/6/19 04:48,...,79,53,2008/6/19 10:56,1.1,211,63.3,242,2008/6/19 10:09,0.5,...,...,...,...,...,/,...,...,...,...,...,...,...
20,986.2,...,988.2,2008/6/20 06:52,984.0,2008/6/20 16:34,27.9,32.1,2008/6/20 14:26,24.4,2008/6/20 05:40,...,72,50,2008/6/20 12:41,1.6,230,44.9,268,2008/6/20 14:30,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
21,982.6,...,985.2,2008/6/22 00:00,980.8,2008/6/21 18:52,27.0,30.2,2008/6/21 12:43,24.1,2008/6/21 05:14,...,76,63,2008/6/21 14:30,1.9,222,36.6,235,2008/6/21 12:42,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
22,980.3,...,982.0,2008/6/22 08:59,978.7,2008/6/22 16:55,27.7,33.0,2008/6/22 12:47,22.6,2008/6/22 05:11,...,68,39,2008/6/22 11:50,1.6,214,16.8,151,2008/6/22 14:18,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
23,979.0,...,980.1,2008/6/23 23:01,977.4,2008/6/23 14:13,28.4,33.5,2008/6/23 15:37,24.7,2008/6/23 05:58,...,65,25,2008/6/23 12:42,1.2,211,46.8,221,2008/6/23 09:56,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
24,981.3,...,983.6,2008/6/24 22:09,979.0,2008/6/24 02:58,27.5,31.2,2008/6/24 13:24,22.9,2008/6/24 05:13,...,74,60,2008/6/24 17:41,1.4,217,11.7,24,2008/6/24 13:08,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
25,983.0,...,984.6,2008/6/25 21:54,981.4,2008/6/25 16:08,28.6,34.0,2008/6/25 12:58,24.7,2008/6/25 05:17,...,70,41,2008/6/25 12:42,1.4,191,52.1,186,2008/6/25 14:16,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
26,983.5,...,984.7,2008/6/26 22:52,982.0,2008/6/26 15:29,27.3,33.2,2008/6/26 12:39,23.7,2008/6/26 17:29,...,77,45,2008/6/26 12:32,1.2,3,57.6,139,2008/6/26 12:13,33.5,...,...,...,...,...,/,...,...,...,...,...,...,...
27,982.7,...,984.1,2008/6/28 00:00,981.2,2008/6/27 14:33,27.2,31.6,2008/6/27 11:17,24.7,2008/6/27 04:54,...,76,54,2008/6/27 11:09,1.4,233,24.3,184,2008/6/27 10:09,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
28,983.1,...,985.7,2008/6/28 21:24,981.4,2008/6/28 03:08,28.3,33.4,2008/6/28 13:15,24.7,2008/6/28 06:02,...,66,44,2008/6/28 12:36,2.2,236,36.5,86,2008/6/28 15:12,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
29,985.9,...,987.7,2008/6/29 21:30,984.0,2008/6/29 03:01,26.5,32.3,2008/6/29 10:45,23.8,2008/6/29 05:03,...,78,50,2008/6/29 10:21,1.0,103,56.8,137,2008/6/29 10:10,16.5,...,...,...,...,...,/,...,...,...,...,...,...,...
30,988.0,...,990.0,2008/6/30 21:56,986.5,2008/6/30 02:27,25.3,31.2,2008/6/30 11:25,23.4,2008/6/30 23:05,...,83,57,2008/6/30 11:21,1.0,207,6.7,71,2008/6/30 07:33,31.5,...,...,...,...,...,/,...,...,...,...,...,...,...
1,991.5,...,992.8,2009/5/1 07:29,989.6,2009/5/1 15:05,21.8,26.4,2009/5/1 13:34,18.5,2009/5/1 05:17,...,62,47,2009/5/1 14:31,3.8,63,12.1,71,2009/5/1 12:03,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
2,990.3,...,992.4,2009/5/2 00:05,988.0,2009/5/2 16:00,22.9,29.4,2009/5/2 12:04,18.0,2009/5/2 05:05,...,62,38,2009/5/2 12:06,1.3,182,7.2,219,2009/5/2 13:52,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
3,989.8,...,991.3,2009/5/3 22:22,987.8,2009/5/3 15:46,22.5,28.9,2009/5/3 12:29,18.5,2009/5/3 05:13,...,63,38,2009/5/3 12:32,2.4,7,10.2,62,2009/5/3 19:01,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
4,990.6,...,992.1,2009/5/4 10:59,989.3,2009/5/4 16:09,19.6,22.7,2009/5/4 12:22,16.9,2009/5/4 04:58,...,77,63,2009/5/4 12:54,4.0,41,12.1,79,2009/5/4 17:11,1.0,...,...,...,...,...,/,...,...,...,...,...,...,...
5,991.0,...,992.6,2009/5/5 08:58,989.7,2009/5/5 02:50,20.1,25.4,2009/5/5 13:06,16.7,2009/5/5 05:15,...,66,42,2009/5/5 11:10,3.4,25,9.9,353,2009/5/5 14:29,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
6,989.4,...,991.5,2009/5/6 09:36,987.7,2009/5/6 17:39,20.6,26.0,2009/5/6 13:01,17.2,2009/5/6 01:54,...,57,34,2009/5/6 11:27,3.6,29,10.6,24,2009/5/6 18:35,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
7,986.9,...,988.8,2009/5/7 07:48,984.6,2009/5/7 16:45,21.9,27.9,2009/5/7 13:00,15.5,2009/5/7 05:16,...,38,20,2009/5/7 16:29,3.2,44,10.5,33,2009/5/7 13:28,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
8,986.9,...,988.7,2009/5/8 09:12,985.2,2009/5/8 16:29,23.1,30.6,2009/5/8 14:05,17.5,2009/5/8 03:36,...,37,19,2009/5/8 12:43,1.2,135,6.2,14,2009/5/8 15:06,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
9,987.7,...,989.3,2009/5/9 08:56,986.1,2009/5/9 16:03,22.9,28.5,2009/5/9 10:43,17.2,2009/5/9 05:37,...,57,37,2009/5/9 11:24,1.4,5,8.0,353,2009/5/9 14:46,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
10,988.1,...,989.6,2009/5/10 09:58,986.7,2009/5/10 18:52,22.7,27.3,2009/5/10 10:15,18.3,2009/5/10 03:46,...,67,49,2009/5/10 10:16,1.0,202,7.7,334,2009/5/10 12:42,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
11,988.3,...,989.9,2009/5/11 09:53,986.8,2009/5/11 02:25,23.8,29.0,2009/5/11 14:00,17.8,2009/5/11 04:54,...,59,34,2009/5/11 16:26,1.0,201,8.3,320,2009/5/11 12:00,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
12,987.3,...,989.5,2009/5/12 08:51,984.9,2009/5/12 16:52,24.9,30.1,2009/5/12 12:40,18.8,2009/5/12 04:59,...,59,40,2009/5/12 11:18,1.7,203,8.6,232,2009/5/12 14:51,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
13,988.1,...,989.4,2009/5/13 22:07,986.5,2009/5/13 00:02,23.9,28.8,2009/5/13 10:09,21.0,2009/5/13 05:19,...,72,43,2009/5/13 10:02,2.4,1,8.7,353,2009/5/13 11:45,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
14,988.8,...,990.1,2009/5/14 21:57,987.8,2009/5/14 02:43,23.3,26.9,2009/5/14 12:48,20.2,2009/5/14 05:16,...,68,55,2009/5/14 13:22,2.5,67,7.8,353,2009/5/14 12:38,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
15,989.0,...,990.2,2009/5/15 06:48,987.5,2009/5/15 15:06,25.2,31.2,2009/5/15 13:34,19.7,2009/5/15 02:25,...,67,45,2009/5/15 13:35,1.0,192,7.2,316,2009/5/15 12:52,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
16,988.4,...,990.1,2009/5/16 09:26,986.7,2009/5/16 17:59,25.5,29.7,2009/5/16 14:57,21.3,2009/5/16 05:03,...,70,53,2009/5/16 10:41,1.7,220,7.2,220,2009/5/16 11:26,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
17,987.7,...,989.5,2009/5/17 06:52,986.2,2009/5/17 03:00,25.6,29.5,2009/5/17 14:17,22.8,2009/5/17 00:17,...,74,50,2009/5/17 14:19,1.7,196,8.7,208,2009/5/17 12:16,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
18,987.5,...,988.7,2009/5/18 10:04,986.1,2009/5/18 16:38,23.0,24.8,2009/5/18 11:19,21.8,2009/5/18 22:16,...,83,77,2009/5/18 15:45,1.7,1,7.7,347,2009/5/18 12:34,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
19,987.0,...,988.1,2009/5/19 22:06,985.8,2009/5/19 16:34,22.9,25.3,2009/5/19 14:31,21.7,2009/5/19 23:23,...,86,77,2009/5/19 14:38,0.9,79,3.4,83,2009/5/19 18:56,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
20,986.1,...,987.8,2009/5/20 22:14,985.1,2009/5/20 03:43,24.8,29.3,2009/5/20 12:07,20.9,2009/5/20 03:00,...,78,58,2009/5/20 10:41,1.0,201,7.0,214,2009/5/20 12:23,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
21,987.9,...,989.1,2009/5/21 23:30,985.5,2009/5/21 02:56,26.2,31.0,2009/5/21 13:29,23.1,2009/5/21 23:02,...,72,57,2009/5/21 14:10,1.2,78,7.1,319,2009/5/21 12:26,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
22,989.1,...,990.6,2009/5/22 09:47,987.5,2009/5/22 16:50,26.2,29.8,2009/5/22 13:12,23.0,2009/5/22 03:58,...,73,59,2009/5/22 09:36,1.5,202,7.8,12,2009/5/22 12:38,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
23,987.8,...,989.2,2009/5/23 06:52,986.1,2009/5/23 16:57,26.3,30.8,2009/5/23 11:44,24.4,2009/5/23 05:47,...,77,55,2009/5/23 11:50,2.0,3,8.1,348,2009/5/23 13:09,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
24,988.3,...,989.5,2009/5/24 20:16,987.0,2009/5/24 03:36,24.0,28.4,2009/5/24 10:45,22.2,2009/5/24 21:20,...,79,66,2009/5/24 10:52,3.1,32,10.3,32,2009/5/24 18:24,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
25,987.4,...,989.1,2009/5/26 00:00,985.4,2009/5/25 15:18,25.1,30.5,2009/5/25 13:42,21.6,2009/5/25 04:07,...,73,55,2009/5/25 13:43,2.4,81,9.2,89,2009/5/25 16:54,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
26,986.6,...,987.9,2009/5/26 22:28,984.8,2009/5/26 14:34,24.0,28.8,2009/5/26 12:22,20.3,2009/5/26 23:53,...,80,59,2009/5/26 12:00,1.8,232,9.3,310,2009/5/26 14:51,4.5,...,...,...,...,...,/,...,...,...,...,...,...,...
27,987.4,...,988.9,2009/5/27 08:38,986.1,2009/5/27 16:40,20.2,22.4,2009/5/27 12:38,18.8,2009/5/27 03:37,...,78,62,2009/5/27 14:25,2.6,52,8.4,17,2009/5/27 05:49,26.0,...,...,...,...,...,/,...,...,...,...,...,...,...
28,987.3,...,988.4,2009/5/28 08:52,986.3,2009/5/28 15:36,21.4,24.1,2009/5/28 14:13,19.3,2009/5/28 23:49,...,72,53,2009/5/28 15:16,3.2,37,10.6,18,2009/5/28 12:30,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
29,987.0,...,988.3,2009/5/29 07:54,984.9,2009/5/29 14:28,22.2,27.9,2009/5/29 13:37,17.8,2009/5/29 05:06,...,52,27,2009/5/29 13:27,3.5,50,11.6,11,2009/5/29 11:35,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
30,986.3,...,987.4,2009/5/30 22:14,984.9,2009/5/30 14:13,22.4,28.4,2009/5/30 12:36,15.9,2009/5/30 05:13,...,45,29,2009/5/30 14:40,1.9,358,10.3,0,2009/5/30 13:41,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
31,984.8,...,986.8,2009/5/31 07:20,982.7,2009/5/31 16:42,24.2,29.7,2009/5/31 14:09,17.4,2009/5/31 05:07,...,45,23,2009/5/31 11:21,1.9,47,9.6,10,2009/5/31 13:50,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
1,983.8,...,985.2,2009/6/1 08:31,982.8,2009/6/1 17:07,25.2,29.0,2009/6/1 11:35,21.8,2009/6/1 05:01,...,60,43,2009/6/1 10:31,1.3,10,7.1,229,2009/6/1 01:55,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
2,981.5,...,983.5,2009/6/3 00:00,979.8,2009/6/2 16:11,24.6,29.6,2009/6/2 12:02,21.1,2009/6/2 05:32,...,74,48,2009/6/2 11:51,1.0,208,8.7,336,2009/6/2 12:37,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
3,978.3,...,980.1,2009/6/3 00:01,976.9,2009/6/3 15:52,26.2,30.6,2009/6/3 15:51,22.1,2009/6/3 05:10,...,70,46,2009/6/3 14:05,1.9,229,11.6,248,2009/6/3 14:08,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
